safe.kpb.gov.tw,金門縣道安宣導平台系統,210.241.125.114,Microsoft-IIS/7.5
law.matsu.gov.tw,福建省連江縣政府-主管法規查詢系統(外部版),117.56.47.165,Microsoft-IIS/6.0
www.matsu-news.gov.tw,歡迎蒞臨馬祖日報,60.251.237.180,"Apache/2.4.18 (FreeBSD) PHP/5.5.32"
www.matsu-nsa.gov.tw,馬祖國家風景區全球資訊網,211.79.201.7,Microsoft-IIS/7.0
www.nankan.gov.tw,,,
w3.matsu.gov.tw,歡迎光臨連江縣政府首頁,210.241.9.1,"Apache/2.4.6 (CentOS) PHP/5.4.16"
phy.nca.gov.tw,代辦體檢預約系統,163.29.79.211,Microsoft-IIS/7.0
construction.matsu.gov.tw,,,
opinion.nhi.gov.tw,-民眾意見信箱寄信作業,210.69.214.185,
gon2.nhi.gov.tw,台北(信義路)聯合門診中心,210.69.214.192,
www.born.taipei.gov.tw,"助妳好孕 &raquo; 打造友善生養城市",163.29.36.96,Microsoft-IIS/7.5
www.ices.taipei.gov.tw,臺北市工商業節能減碳資訊網,163.29.36.96,Microsoft-IIS/7.5
www1.water.gov.tw,台灣自來水公司第一區管理處,124.219.51.101,
waterpark.twd.gov.tw,自來水園區中文版,163.29.36.96,Microsoft-IIS/8.0
www.banking.gov.tw,銀行局全球資訊網,163.29.133.23,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/1.0.1e mod_jk/1.2.37"
www.sfb.gov.tw,,163.29.133.24,
www.ib.gov.tw,,163.29.133.25,
www.feb.gov.tw,,163.29.133.26,
fscmail.fsc.gov.tw,金管會民意電子信箱,163.29.181.164,Microsoft-IIS/7.5
law.fsc.gov.tw,,163.29.181.173,Microsoft-IIS/7.5
history.fsc.gov.tw,金融監督管理委員會金融史料陳列室,163.29.133.50,Microsoft-IIS/7.5
law.banking.gov.tw,"&#37329;&#34701;&#27861;&#35215;&#20840;&#25991;&#27298;&#32034;&#26597;&#35426;&#31995;&#32113; - &#26368;&#26032;&#35338;&#24687;",210.69.116.88,
research.fsc.gov.tw,金融研究資源整合平台,163.29.181.178,Microsoft-IIS/6.0
moneywise.fsc.gov.tw,金融智慧網,163.29.181.178,Microsoft-IIS/6.0
elearning.feb.gov.tw,"首頁 - 金檢知識網",163.29.133.40,Apache-Coyote/1.1
wcds.epa.gov.tw,清除處理機構服務管理資訊系統,223.200.80.103,Microsoft-IIS/7.5
prochem.osha.gov.tw,化學品報備與許可平台,163.29.188.128,Microsoft-IIS/8.0
ep.cp.gov.tw,,117.56.91.57,
pgo-kcgetw.land.nat.gov.tw,高雄市地政電傳資訊整合系統,203.75.46.130,Microsoft-IIS/7.0
kcgetw.land.nat.gov.tw,,210.71.181.19,Microsoft-IIS/7.5
wirla.cp.gov.tw,,117.56.68.187,
wirra.cp.gov.tw,,117.56.68.84,Microsoft-IIS/7.5
wirfd.cp.gov.tw,,117.56.68.18,Microsoft-IIS/7.5
nio.kscg.gov.tw,便民服務跨平台系統,163.29.105.120,Apache-Coyote/1.1
eits.kscg.gov.tw,通報傳遞服務系統入口,163.29.105.92,Microsoft-IIS/7.5
sso.kcg.gov.tw,,163.29.241.82,Apache
moisagis.moi.gov.tw,社會經濟統計地理資訊網,210.69.35.124,Microsoft-IIS/8.5
cissearch.kcc.gov.tw,"高雄市議會 議事資訊整合查詢系統",163.29.23.113,Microsoft-IIS/7.5
cip.kcc.gov.tw,高雄市議會議員資訊入口網,163.29.23.120,Microsoft-IIS/7.5
cityforum.kcc.gov.tw,高市議壇電子期刊,163.29.23.220,Microsoft-IIS/7.5
pss.kcc.gov.tw,高雄市議會新聞查詢系統登入頁,163.29.23.168,Microsoft-IIS/7.5
dbaskmg-en.kcg.gov.tw,"Welcome to Department of Budget, Accounting and Statistics",163.29.241.207,Microsoft-IIS/7.5
dbas.kcg.gov.tw,職員錄前台管理,163.29.242.79,Microsoft-IIS/7.5
training.ndc.gov.tw,,117.56.91.149,
kcgds.kcg.gov.tw,,163.29.242.80,Microsoft-IIS/8.0
statdb.dgbas.gov.tw,IIS7,61.60.106.96,Microsoft-IIS/7.5
subtpg.tpg.gov.tw,,210.69.70.22,Microsoft-IIS/6.0
www.gazette.taipei.gov.tw,臺北市政府公報,163.29.36.15,Microsoft-IIS/5.0
reuse.kcg.gov.tw,高雄市政府戀舊拍賣網-首頁,163.29.241.151,Microsoft-IIS/7.0
fine.kcg.gov.tw,高雄市政府-收據規費暨行政罰鍰管理系統,163.29.242.96,Apache-Coyote/1.1
finance.kcg.gov.tw,高雄市市有財產管理資訊系統,163.29.241.18,"WebSphere Application Server/6.0"
www.kctax.gov.tw,,163.29.250.7,
www.kia.gov.tw,高雄國際航空站,210.241.36.1,Microsoft-IIS/7.0
mps.kcg.gov.tw,"歡迎光臨 高雄市政府財政局動產質借所(原公營當鋪)",163.29.241.187,"Apache/2.2.3 (CentOS)"
fabarcode.kcg.gov.tw,,,
landp.kcg.gov.tw,高雄市政府地政局,163.29.241.167,Apache
animal.coa.gov.tw,,210.69.75.47,Microsoft-IIS/8.5
www.kaohsiung.gov.tw,高雄市政府全球資訊網,163.29.241.2,Microsoft-IIS/7.5
scar.kcg.gov.tw,,,
www.tpc.gov.tw,,61.60.98.60,Apache
pipegis.kcg.gov.tw,高雄市公共管線管理平台,163.29.241.43,Microsoft-IIS/6.0
pwbroad.kcg.gov.tw,"Microsoft Internet Information Services 8",163.29.241.148,Microsoft-IIS/8.0
tbms.iot.gov.tw,,117.56.4.188,Apache
publicwork.kscg.gov.tw,,,
socbu.kcg.gov.tw,高雄市政府社會局,163.29.241.123,"Apache/2.4.4 (Win32) PHP/5.4.14"
edbkcg.kcg.gov.tw,高雄市政府經濟發展局,163.29.241.187,"Apache/2.2.3 (CentOS)"
urban-web.kcg.gov.tw,,163.29.241.49,Apache-Coyote/1.1
urbanrenew.kcg.gov.tw,高雄市政府都市發展局都市更新服務網,163.29.242.36,Microsoft-IIS/8.5
poai.kcg.gov.tw,高雄市政府勞工局博愛職業技能訓練中心,163.29.241.6,"Apache/2.2.21 (Win32) mod_ssl/2.2.21 OpenSSL/1.0.0e PHP/5.3.28 mod_perl/2.0.4 Perl/v5.10.1"
college.kcg.gov.tw,高雄市政府勞工教育生活中心勞工大學,114.35.241.48,Microsoft-IIS/6.0
cabu.kcg.gov.tw,高雄市政府民政局,163.29.105.87,
www.coia.gov.tw,,118.163.222.61,Microsoft-IIS/6.0
river.wra.gov.tw,中央管河川/排水/海堤-申辦業務便民服務網,210.69.128.29,Microsoft-IIS/7.5
myriver.wra.gov.tw,,210.69.128.102,Microsoft-IIS/7.5
rivermon.wra.gov.tw,,210.69.128.102,Microsoft-IIS/7.5
sw.water.gov.tw,台灣自來水公司-石門水庫及其集水區隱定供水設施及幹管改善-工程資訊網::,211.79.149.105,
m.wracb.gov.tw,中區水資源局行動版網站,210.69.129.164,Microsoft-IIS/8.5
hydro2.wracb.gov.tw,"IIS Windows Server",210.69.129.163,Microsoft-IIS/8.5
www2.wracb.gov.tw,經濟部水利署中區水資源局,210.69.129.162,Microsoft-IIS/7.5
znwr.swcb.gov.tw,曾文南化烏山頭水庫集水區保育治理,61.219.40.170,Microsoft-IIS/7.5
www.wrap.gov.tw,經濟部水利署水利規劃試驗所,210.69.129.220,Microsoft-IIS/7.5
etc.freeway.gov.tw,國道電子計程收費-主題網,210.69.213.3,
www2.freeway.gov.tw,,210.69.213.7,
carpool.ntpc.gov.tw,桃北北宜基綠色共乘網,61.60.127.203,Microsoft-IIS/7.5
www.hpb.gov.tw,內政部警政署國道公路警察局,210.241.68.138,Apache
www.shop.moj.gov.tw,矯正機關自營產品展售商城,163.29.130.166,Microsoft-IIS/7.5
www.old.moj.gov.tw,--傳統工藝傳承--,163.29.130.148,Microsoft-IIS/7.5
elearn.epa.gov.tw,,223.200.80.89,
www.tsa.gov.tw,,210.241.73.97,Microsoft-IIS/7.5
www.hulairport.gov.tw,首頁-交通部民用航空局花蓮航空站,210.241.65.68,Microsoft-IIS/6.0
www.tna.gov.tw,臺南航空站,163.29.141.197,"Apache/2.2.17 (Win32) PHP/5.2.6"
www.tta.gov.tw,,163.29.213.201,
www.cya.gov.tw,嘉義航空站,61.67.86.135,Microsoft-IIS/7.0
www.hca.gov.tw,歡迎光臨恆春航空站,210.241.36.1,Microsoft-IIS/7.0
www.anws.gov.tw,飛航服務總臺->,163.29.48.19,Apache
www.atc.gov.tw,交通部民用航空局民航人員訓練所,210.69.68.253,Microsoft-IIS/7.0
eaip.caa.gov.tw,,210.241.93.180,Apache-Coyote/1.1
atis.taipei.gov.tw,,163.29.39.132,
www.dot.taipei.gov.tw,臺北市政府交通局,163.29.36.96,Microsoft-IIS/7.5
www.roadsafety.taipei.gov.tw,交通安全e網通-臺北市道安宣導平台,163.29.36.96,Microsoft-IIS/7.5
rps.ntpc.gov.tw,民眾通報,61.60.98.240,
e-traffic.klcg.gov.tw,基隆市即時交通資訊網,117.56.45.196,Apache-Coyote/1.1
e-bus.tpc.gov.tw,歡迎光臨新北市政府公車動態資訊系統網站,210.59.251.164,nginx
parkweb.traffic.ntpc.gov.tw,Error,61.60.127.177,Microsoft-IIS/7.5
www.police.ntpc.gov.tw,,163.29.165.10,Microsoft-IIS/8.5
map.tpc.gov.tw,新北市iMap,61.60.124.70,Microsoft-IIS/7.0
www.traffic.ntpc.gov.tw,新北市政府交通局,61.60.98.240,
tntcc.tainan.gov.tw,台南市即時交通資訊網,61.221.199.202,Apache-Coyote/1.1
1968.nfreeway.gov.tw,,,
citypark.tainan.gov.tw,首頁-臺南市停車管理處,163.29.141.11,Microsoft-IIS/7.5
newculture.tncg.gov.tw,,210.69.40.219,
ebus.tncg.gov.tw,,210.241.103.236,Apache-Coyote/1.1
tourguide.tncg.gov.tw,大台南公車,210.241.103.238,Microsoft-IIS/8.5
2384.tainan.gov.tw,,210.241.103.236,Apache-Coyote/1.1
www.nmth.gov.tw,國立臺灣歷史博物館-首頁,210.69.147.125,Microsoft-IIS/8.5
culture.tncg.gov.tw,,210.69.40.219,
cws.tainan.gov.tw,,,
www.tncg.gov.tw,,,
ezgojp.coa.gov.tw,->,210.69.75.35,Microsoft-IIS/8.5
ezgoae.coa.gov.tw,無障礙農遊資訊網->,210.69.75.35,Microsoft-IIS/8.5
safety.cla.gov.tw,,,
trains.cla.gov.tw,,,
www.stsipa.gov.tw,南科網站,210.66.237.112,
proj.moeaidb.gov.tw,,163.29.20.46,
wecare.mol.gov.tw,,,
srh.dgbas.gov.tw,,117.56.91.10,
osms.osha.gov.tw,臨場訪視服務後台管理系統,163.29.188.154,Microsoft-IIS/8.0
ap.asc.moe.gov.tw,,140.126.34.158,Microsoft-IIS/8.0
minilabor.kcg.gov.tw,高雄市政府勞工局微型全球資訊網,163.29.241.25,Microsoft-IIS/7.5
tyvh21.tyvh.gov.tw,,163.29.142.31,Microsoft-IIS/7.0
medicall.tyvh.gov.tw,台北榮民總醫院-桃園分院-診間進度查詢系統,61.60.70.130,Apache
ms1.tyvh.gov.tw,,163.29.142.4,"Apache/2.2.23 (FreeBSD) DAV/2"
webreg.vhct.gov.tw,臺北榮民總醫院新竹分院,117.56.164.26,nginx/1.10.0
www.ysvh.gov.tw,臺北榮總蘇澳暨員山分院入口網,210.241.3.65,Apache
register.vhyl.gov.tw,玉里榮民醫院網路掛號,210.241.10.141,Microsoft-IIS/6.0
malanpa.nat.gov.tw,馬蘭健康快樂服務園區,210.241.10.248,"Apache/2.2.21 (Unix)"
registry.pulivh.gov.tw,"臺中榮民總醫院 埔里分院",61.221.102.83,Microsoft-IIS/6.0
reg.vhyk.gov.tw,高雄榮民總醫院臺南分院,203.68.95.70,Microsoft-IIS/6.0
www.doh.gov.tw,,,
www.bhp.doh.gov.tw,,,
vhnet.vghtpe.gov.tw,,203.64.249.101,Apache
hca.nat.gov.tw,"HCA 2.0 專屬網站",203.65.114.21,Microsoft-IIS/6.0
www.cpc.gov.tw,,,
category.www.gov.tw,e政府服務平臺營運中心網站,117.56.68.141,Microsoft-IIS/7.5
www.health99.doh.gov.tw,,,
record.epa.gov.tw,"行政院環境保護署 環境保護人員訓練所-環境訓練管理資訊系統",223.200.80.170,Microsoft-IIS/8.5
bgip.tfri.gov.tw,植物園網絡平台系統(所有植物園),210.69.175.222,
e-service-farmland.coa.gov.tw,農地管理資訊系統,210.69.75.203,Microsoft-IIS/7.5
kmbeta2.coa.gov.tw,虛擬種植,210.69.75.45,Microsoft-IIS/8.5
appsis.tss.gov.tw,"首頁 | 亞太植物種苗產業服務資訊平台",163.29.155.98,Microsoft-IIS/7.5
www.ttdares.gov.tw,臺東區農業改良場,210.69.75.121,Apache
www.hdares.gov.tw,,210.69.75.121,Apache
www.tndais.gov.tw,,210.69.75.121,Apache
tapinfo.coa.gov.tw,產銷履歷兒童版,210.69.75.26,Apache
cas.coa.gov.tw,CAS優良農產品管理入口網,61.222.122.84,Microsoft-IIS/7.0
agsafe.coa.gov.tw,,,
taiwansoil.tari.gov.tw,轉頁中,210.69.150.231,Microsoft-IIS/6.0
kiscrop.tari.gov.tw,IIS7,210.69.150.210,Microsoft-IIS/7.5
kdais.coa.gov.tw,,,
agr.afa.gov.tw,農情報告資源網,210.69.71.26,Apache-Coyote/1.1
web.tari.gov.tw,"中華農業氣象學會官網 CSAM",210.69.150.252,Microsoft-IIS/7.5
ttdares.coa.gov.tw,,,
hdais.coa.gov.tw,,,
twgeoref.moeacgs.gov.tw,臺灣地質知識服務網,210.69.81.172,Apache-Coyote/1.1
www.tesri.gov.tw,,61.60.53.184,"Apache/2.2.3 (CentOS)"
ecogis.tesri.gov.tw,,,
law.ndppc.nat.gov.tw,內政部消防署-防救災數位學習網,124.199.65.72,Microsoft-IIS/6.0
pheoc.phfd.gov.tw,﻿﻿﻿﻿澎湖縣災害防救委員會,163.29.98.56,Apache
manage.penghu.gov.tw,,163.29.98.58,
booking.penghu.gov.tw,澎湖縣政府連續假期機位需求登記作業系統,163.29.98.86,Microsoft-IIS/7.5
file.penghu.gov.tw,IIS7,163.29.98.45,Microsoft-IIS/7.5
fp.nfa.gov.tw,消防署住宅用火災警報器,124.199.65.98,Microsoft-IIS/6.0
enews.nfa.gov.tw,消防影音新聞台,210.69.173.30,Microsoft-IIS/6.0
event.penghu.gov.tw,澎湖縣馬公市第一衛生所,163.29.98.56,Apache
netreg.pngh.mohw.gov.tw,,163.29.114.41,
tw-aed.mohw.gov.tw,公共場所AED急救資訊網,220.228.12.181,Apache-Coyote/1.1
hf.fda.gov.tw,"全國健康食品非預期反應通報系統 - 首頁",202.39.61.172,Microsoft-IIS/6.0
resurvey.nlsc.gov.tw,,210.69.91.76,Apache-Coyote/1.1
lucky.cpa.gov.tw,,,
www.kmc.gov.tw,"基隆市議會全球資訊網 - 首頁",203.73.70.139,Apache
www.tcc.gov.tw,,210.69.176.20,Microsoft-IIS/7.5
www.ntp.gov.tw,新北市議會行動版,163.29.134.135,Microsoft-IIS/7.5
www.tycc.gov.tw,桃園市議會全球資訊網,163.29.2.1,Microsoft-IIS/7.5
www.hsinchu-cc.gov.tw,新竹市議會--全球資訊中文網,203.69.42.70,Microsoft-IIS/7.5
www.hcc.gov.tw,新竹縣議會,211.20.109.50,Microsoft-IIS/7.5
www.tccn.gov.tw,,,
www.chcc.gov.tw,錯誤訊息,210.241.56.9,Microsoft-IIS/6.0
www.ntcc.gov.tw,南投縣議會,210.241.99.204,Microsoft-IIS/6.0
eservice.moj.gov.tw,,163.29.130.149,Microsoft-IIS/7.5
pfsb.cds.moj.gov.tw,,,Apache-Coyote/1.1
www.vst.moj.gov.tw,矯正機關預約接見登記網,163.29.130.167,Microsoft-IIS/7.5
tmvcar.thb.gov.tw,"tmvcar.thb.gov.tw - /",210.69.58.164,Microsoft-IIS/8.5
kpp.tbkc.gov.tw,高雄市政府交通局停車管理中心,210.241.35.8,Microsoft-IIS/7.5
komv.thb.gov.tw,交通部公路總局-高雄區監理所,210.69.58.166,Microsoft-IIS/8.5
english.khcc.gov.tw,"Bureau of Cultural Affairs Kaohsiung City Government &shy; Home",210.241.43.139,Microsoft-IIS/7.5
edm.khcc.gov.tw,文化宅急便-文化高雄宅急便,210.241.43.171,Microsoft-IIS/7.5
event.cca.gov.tw,文化部全國藝文活動資訊系統網,210.69.147.29,Microsoft-IIS/7.5
cishanstation.khcc.gov.tw,旗山車站-糖鐵故事館,210.241.43.191,Microsoft-IIS/7.5
britishconsulate.khcc.gov.tw,打狗英國領事館文化園區,210.241.43.173,Microsoft-IIS/7.5
fongyiacademy.khcc.gov.tw,鳳儀書院,210.241.43.179,Microsoft-IIS/7.5
teach9.dmtip.gov.tw,九年一貫藝術人文輔助教材平台,203.71.251.127,"Apache/2.2.3 (CentOS)"
epaper2.dmtip.gov.tw,,203.71.251.127,"Apache/2.2.3 (CentOS)"
broadcasting.hakka.gov.tw,好客ING-客家影音網路平台,117.56.91.174,Apache
hakkacollections.thcdc.hakka.gov.tw,,,
www.hakka.tycg.gov.tw,,163.29.253.55,
activitysys.tipo.gov.tw,,210.69.13.49,
www.cbc.gov.tw,歡迎來到中央銀行全球資訊網,210.69.120.252,Microsoft-IIS/8.5
citybus.tccg.gov.tw,,,
e-traffic.tccg.gov.tw,,,
tcparking.taichung.gov.tw,臺中市停車管理處,163.29.201.145,Microsoft-IIS/8.0
maintain.taichung.gov.tw,,,
www.tmv.gov.tw,,,
kid.tca.gov.tw,交通部民航局臺中航空站入口網(兒童版)->,211.79.140.204,Apache
www.ntas.gov.tw,網站公告,210.69.69.20,Microsoft-IIS/7.0
www.elearning.tax.tpc.gov.tw,,61.60.124.70,
gaze.nta.gov.tw,"財政部國庫署 National Treasury Administration, Ministry of Finance---菸酒業者相關資料查詢",,
mailbox.evta.gov.tw,,117.56.83.12,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/1.0.1e-fips Resin/3.1.12"
ys.tcnr.gov.tw,"青年職涯發展中心_Youth Salon",59.120.134.70,Microsoft-IIS/7.0
sets.wda.gov.tw,小型企業人力提升計畫,163.29.199.63,"Apache/2.4.16 (Win64) mod_fcgid/2.3.9 PHP/5.5.28"
query.tcnr.gov.tw,,211.79.180.204,Microsoft-IIS/8.5
boss168.taichung.gov.tw,臺中市-創業攻略網,61.67.219.30,Microsoft-IIS/6.0
dce.epa.gov.tw,柴油車不定期檢驗資訊管理系統,223.200.80.7,Microsoft-IIS/8.5
unfccc.epa.gov.tw,,223.200.80.166,Microsoft-IIS/8.5
www.teepb.gov.tw,,,
plan.chepb.gov.tw,"彰化縣環境保護局 禁止露天燃燒",163.29.76.249,Microsoft-IIS/7.5
www.ntepb.gov.tw,南投縣政府環境保護局全球資訊網,61.60.18.13,
co2neutral.epa.gov.tw,碳中和登錄平台,223.200.80.30,Microsoft-IIS/8.5
whgis.nlsc.gov.tw,國土測繪資訊整合流通倉儲服務網站,210.69.91.79,Microsoft-IIS/7.5
www.egnss.nlsc.gov.tw,系統錯誤,210.241.63.200,Microsoft-IIS/7.0
sicl.nlsc.gov.tw,測量儀器校正實驗室,210.69.91.60,Microsoft-IIS/7.5
emap.nlsc.gov.tw,臺灣通用電子地圖服務網-內政部國土測繪中心,210.69.91.53,
maps.nlsc.gov.tw,國土測繪圖資網路地圖服務,117.56.11.134,Apache
bmap.nlsc.gov.tw,"NGIS基本地形圖資料庫分組網站 - 最新消息",210.69.91.9,Microsoft-IIS/8.0
track.egnss.nlsc.gov.tw,IIS7,210.241.62.133,Microsoft-IIS/7.0
ldcheck.nlsc.gov.tw,,210.69.91.62,Microsoft-IIS/7.0
gamma.aec.gov.tw,,163.29.163.136,
www.nmaker.wda.gov.tw,,,
wcfeapplytest.wda.gov.tw,,,
g2e.nat.gov.tw,,,
gofun.evta.gov.tw,IIS7,124.199.93.205,Microsoft-IIS/7.5
youngjob.etraining.gov.tw,青年人才培訓深耕方案,163.29.199.166,Microsoft-IIS/7.5
rich.yda.gov.tw,RICH職場體驗網-提供最夯打工、實習職缺，讓您了解工讀權益等資訊,140.111.26.41,"Apache/2.2.15 (CentOS)"
tims.etraining.gov.tw,職業訓練資訊管理系統,124.199.93.214,Microsoft-IIS/7.0
subsys.wda.gov.tw,桃竹苗分署全球資訊網子網頁,117.56.114.44,Apache
youth.wda.gov.tw,勞動部勞動力發展署桃竹苗分署,118.163.35.100,Apache
www.tpk.moj.gov.tw,法務部行政執行署,163.29.130.141,Microsoft-IIS/7.5
file.ejob.gov.tw,,124.199.93.144,Microsoft-IIS/6.0
www.vtu.wda.gov.tw,,210.61.2.213,Microsoft-IIS/8.0
vrs.evta.gov.tw,:::勞動部勞動力發展署身心障礙者職業重建服務專業人員管理應用系統:::,117.56.83.58,Microsoft-IIS/7.5
beboss.wda.gov.tw,微型創業鳳凰->,117.56.83.39,Apache
ihrip.evta.gov.tw,產業人才投資方案計畫網,163.29.199.196,Apache
www.kpptr-multi.nat.gov.tw,105年多元就業開發方案網站,203.69.42.104,Microsoft-IIS/7.5
hrstats.dgpa.gov.tw,,,
cas.ebas.gov.tw,,,
law.dgbas.gov.tw,,,
pxweb.bas.ntpc.gov.tw,"Microsoft Internet Information Services 8",61.60.124.70,Microsoft-IIS/8.0
statsvy.dgbas.gov.tw,,,
search1.ntpc.gov.tw,,61.60.124.70,Apache-Coyote/1.1
www.audit.gov.tw,,210.69.132.6,Apache
einfo.ntpc.gov.tw,新北市電子報服務網,61.60.98.240,
e-land.land.ntpc.gov.tw,,210.241.84.79,
hike.ntpc.gov.tw,,61.60.124.70,
www.bike2city.nat.gov.tw,"鐵馬御風 - 大臺北自行車網站",61.60.124.70,"Apache/2.2.15 (CentOS)"
tour.culture.ntpc.gov.tw,新北市文化旅遊,61.60.124.70,Microsoft-IIS/7.5
www.dorts.ntpc.gov.tw,新北市政府捷運工程局,61.60.124.70,"Apache/2.2.29 (CentOS)"
w2.dbas.taipei.gov.tw,臺北市重要統計指標名詞定義,210.69.61.216,Microsoft-IIS/7.5
english.doge.taipei.gov.tw,"Department of Government Ethics",163.29.36.96,Microsoft-IIS/7.5
look.taipei.gov.tw,,,
kids.cy.gov.tw,"監察院全球網 - 兒童版",117.56.4.2,
sunshine.cy.gov.tw,,117.56.4.83,
humanrights.cy.gov.tw,"監察院 - 人權主題網",117.56.4.91,
building.cy.gov.tw,"監察院 - 建築物主題網",117.56.114.139,
abroad.taichung.gov.tw,,210.69.115.184,Apache
www.dadun.culture.taichung.gov.tw,大墩文化中心,163.29.201.167,Microsoft-IIS/7.5
www.huludun.taichung.gov.tw,葫蘆墩文化中心,163.29.201.180,Microsoft-IIS/8.5
www.tcsac.gov.tw,,163.29.201.201,Microsoft-IIS/7.5
www.ttdac.taichung.gov.tw,臺中市屯區藝文中心,163.29.86.88,Microsoft-IIS/7.5
csdi.kcg.gov.tw,"高雄市政府公務人力發展中心課程資訊系統 首頁",117.56.112.20,Microsoft-IIS/7.5
elearning.kcg.gov.tw,,163.29.241.141,
bhrd.kcg.gov.tw,,,
etainan.rad.gov.tw,,117.56.91.219,
login.tainan.gov.tw,"登入作業 | 臺南市政府公務入口網",210.69.40.156,Microsoft-IIS/8.0
epaper.tainan.gov.tw,臺南市新聞電子報,210.69.57.194,Microsoft-IIS/7.0
ezlife.tncg.gov.tw,臺南生活網GIS地圖,210.69.40.55,
www.rad.gov.tw,,210.69.78.8,
epb2.tainan.gov.tw,"臺南市政府環境保護局- Environmental Protection Bureau of Tainan City Government",211.79.190.23,Microsoft-IIS/6.0
ipost.post.gov.tw,"歡迎光臨 iPOST",123.51.186.23,Microsoft-IIS/7.5
museum.post.gov.tw,郵政博物館,210.200.25.76,Apache-Coyote/1.1
postserv.post.gov.tw,"郵件查詢系統 PostServ",210.200.26.108,Apache-Coyote/1.1
taipei2016.post.gov.tw,臺北2016世界郵展,210.200.25.88,Apache-Coyote/1.1
ec.post.gov.tw,歡迎光臨中華郵政電子支付服務網,210.200.26.167,Apache-Coyote/1.1
upmap.taichung.gov.tw,台中市都市計畫書圖查詢系統,210.69.115.131,Microsoft-IIS/7.5
dadu.gov.tw,,,
centerplm.taichung.gov.tw,,,
english.doe.taipei.gov.tw,"Department of Education",163.29.36.96,Microsoft-IIS/7.5
www.legalaffairs.taipei.gov.tw,臺北市政府法務局,163.29.36.96,Microsoft-IIS/7.5
www.doi.tcg.gov.tw,,,
www.tpedoit.taipei.gov.tw,臺北市政府觀光傳播局,163.29.36.96,Microsoft-IIS/7.5
english.tpedoit.taipei.gov.tw,"Department of Information and Tourism, Taipei City Government",163.29.36.96,Microsoft-IIS/7.5
telecare.taipei.gov.tw,,,
www.casub.taipei.gov.tw,,,
epaper.tfd.gov.tw,台北市政府消防局電子報->,210.69.42.22,Apache
ncdr.nat.gov.tw,國家災害防救科技中心,61.56.4.12,Microsoft-IIS/7.5
www.ncree.gov.tw,國研院國震中心,61.56.0.190,Microsoft-IIS/6.0
addr.tcg.gov.tw,,163.29.36.128,Microsoft-IIS/7.5
eocdss.ncdr.nat.gov.tw,,104.41.171.119,Microsoft-IIS/8.5
satis.ncdr.nat.gov.tw,國家災害防救科技中心,61.56.4.87,Microsoft-IIS/7.5
fault.moeacgs.gov.tw,IIS7,61.67.72.155,Microsoft-IIS/7.5
www.tfd.gov.tw,臺北市政府消防局,210.69.42.21,Apache
3d.tfd.gov.tw,"歡迎光臨臺北市消防局- 防災科學教育館",210.69.42.9,Microsoft-IIS/7.0
www.udd.taipei.gov.tw,臺北市政府都市發展局,210.69.61.30,Microsoft-IIS/6.0
www.dba.tcg.gov.tw,,163.29.36.96,Microsoft-IIS/7.5
www.dba.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5
www.bosa.tcg.gov.tw,臺北市政府社會局,163.29.36.96,Microsoft-IIS/7.5
www.pwb.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5
www.planning.taipei.gov.tw,臺北市政府都市發展局,210.69.61.30,Microsoft-IIS/6.0
www.health.gov.tw,臺北市政府衛生局,210.69.108.181,Microsoft-IIS/8.5
www.dep.taipei.gov.tw,臺北市政府環境保護局,163.29.36.96,Microsoft-IIS/7.5
www.edunet.taipei.gov.tw,臺北市政府教育局,163.29.36.96,Microsoft-IIS/7.5
www.ca.taipei.gov.tw,臺北市政府民政局中文網站,163.29.36.96,Microsoft-IIS/7.5
www.czone2.tcg.gov.tw,,163.29.157.68,Microsoft-IIS/8.5
www.tcge.taipei.gov.tw,臺北市政府工務局大地工程處,163.29.36.96,Microsoft-IIS/7.5
www.feitsui.gov.tw,臺北翡翠水庫管理局,163.29.36.96,Microsoft-IIS/7.5
www.heo.taipei.gov.tw,臺北市政府工務局水利工程處,163.29.36.96,Microsoft-IIS/7.5
www.dvsa.taipei.gov.tw,臺北市家庭暴力暨性侵害防治中心,163.29.36.96,Microsoft-IIS/7.5
apps.taipei.gov.tw,臺北市政府App行動應用服務,163.29.157.90,Microsoft-IIS/7.5
www.dosw2.taipei.gov.tw,臺北市政府社會局,163.29.36.96,Microsoft-IIS/7.5
tspc.health.gov.tw,"臺北市政府 自殺防治中心",210.69.108.30,Microsoft-IIS/6.0
tour.tpc.gov.tw,新北市觀光旅遊網,210.68.85.102,Microsoft-IIS/7.5
talk.ntpc.gov.tw,,61.60.124.70,Apache-Coyote/1.1
social.ntpc.gov.tw,社會福利管理系統,61.60.127.86,"WebSphere Application Server/5.1"
iservice.ntpc.gov.tw,新北市政府服務雲,61.60.127.140,Microsoft-IIS/7.5
soldier.ntpc.gov.tw,,61.60.124.70,Microsoft-IIS/7.5
addr.ris.ntpc.gov.tw,【新北市民政地理資訊】愛心‧熱心‧貼心‧耐心‧用心‧關心,61.60.124.70,Microsoft-IIS/6.0
